Ensembl Gene ID	GO Term Name
ENSG00000102468	serotonin receptor signaling pathway
ENSG00000102468	synaptic transmission
ENSG00000102468	drug binding
ENSG00000102468	positive regulation of phosphatidylinositol biosynthetic process
ENSG00000102468	phosphatidylinositol 3-kinase signaling
ENSG00000102468	cytoplasmic membrane-bounded vesicle
ENSG00000102468	axon
ENSG00000102468	response to drug
ENSG00000102468	regulation of hormone secretion
ENSG00000102468	regulation of behavior
ENSG00000102468	release of sequestered calcium ion into cytosol
ENSG00000102468	serotonin binding
ENSG00000102468	positive regulation of ERK1 and ERK2 cascade
ENSG00000102468	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding
ENSG00000102468	G-protein coupled receptor activity
ENSG00000102468	G-protein coupled receptor signaling pathway
ENSG00000102468	integral component of membrane
ENSG00000102468	serotonin receptor activity
ENSG00000102468	plasma membrane
ENSG00000102468	integral component of plasma membrane
ENSG00000102468	caveola
ENSG00000102468	cellular calcium ion homeostasis
ENSG00000102468	activation of phospholipase C activity
ENSG00000102468	serotonin receptor signaling pathway
ENSG00000102468	synaptic transmission
ENSG00000102468	drug binding
ENSG00000102468	positive regulation of phosphatidylinositol biosynthetic process
ENSG00000102468	phosphatidylinositol 3-kinase signaling
ENSG00000102468	cytoplasmic membrane-bounded vesicle
ENSG00000102468	axon
ENSG00000102468	response to drug
ENSG00000102468	regulation of hormone secretion
ENSG00000102468	regulation of behavior
ENSG00000102468	release of sequestered calcium ion into cytosol
ENSG00000102468	serotonin binding
ENSG00000102468	positive regulation of ERK1 and ERK2 cascade
ENSG00000102468	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding
ENSG00000102468	G-protein coupled receptor activity
ENSG00000102468	G-protein coupled receptor signaling pathway
ENSG00000102468	integral component of membrane
ENSG00000102468	positive regulation of kinase activity
ENSG00000102468	positive regulation of peptidyl-tyrosine phosphorylation
ENSG00000102468	positive regulation of glycolytic process
ENSG00000102468	protein localization to cytoskeleton
ENSG00000102468	cytosol
ENSG00000102468	protein binding
ENSG00000102468	plasma membrane
ENSG00000102468	positive regulation of cytosolic calcium ion concentration
ENSG00000102468	response to drug
ENSG00000102468	neuronal cell body
ENSG00000102468	dendrite
ENSG00000102468	protein complex binding
ENSG00000102468	aging
ENSG00000102468	membrane
ENSG00000102468	positive regulation of MAP kinase activity
ENSG00000102468	positive regulation of cell proliferation
ENSG00000102468	serotonin receptor activity
ENSG00000102468	dendritic shaft
ENSG00000102468	G-protein alpha-subunit binding
ENSG00000102468	positive regulation of vasoconstriction
ENSG00000102468	detection of mechanical stimulus involved in sensory perception of pain
ENSG00000102468	sensory perception of pain
ENSG00000102468	cell death
ENSG00000102468	negative regulation of synaptic transmission, glutamatergic
ENSG00000102468	serotonin binding
ENSG00000102468	behavioral response to cocaine
ENSG00000102468	urinary bladder smooth muscle contraction
ENSG00000102468	regulation of dopamine secretion
ENSG00000102468	detection of temperature stimulus involved in sensory perception of pain
ENSG00000102468	cell body fiber
ENSG00000102468	phospholipase C-activating serotonin receptor signaling pathway
ENSG00000102468	temperature homeostasis
ENSG00000102468	negative regulation of potassium ion transport
ENSG00000102468	artery smooth muscle contraction
ENSG00000102468	memory
ENSG00000102468	sleep
ENSG00000102468	cytoplasm
ENSG00000231852	monooxygenase activity
ENSG00000231852	iron ion binding
ENSG00000231852	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ENSG00000231852	heme binding
ENSG00000231852	oxidation-reduction process
ENSG00000231852	iron ion binding
ENSG00000231852	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ENSG00000231852	heme binding
ENSG00000231852	oxidation-reduction process
ENSG00000121904	plasma membrane
ENSG00000121904	integral component of membrane
ENSG00000121904	plasma membrane
ENSG00000121904	integral component of membrane
ENSG00000121904	
ENSG00000121904	
ENSG00000231852	iron ion binding
ENSG00000231852	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ENSG00000231852	heme binding
ENSG00000231852	oxidation-reduction process
ENSG00000121904	plasma membrane
ENSG00000121904	integral component of membrane
ENSG00000231852	iron ion binding
ENSG00000231852	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ENSG00000231852	heme binding
ENSG00000231852	oxidation-reduction process
ENSG00000121904	
ENSG00000121904	
ENSG00000231852	steroid 21-monooxygenase activity
ENSG00000231852	steroid binding
ENSG00000231852	iron ion binding
ENSG00000231852	endoplasmic reticulum membrane
ENSG00000231852	glucocorticoid biosynthetic process
ENSG00000231852	mineralocorticoid biosynthetic process
ENSG00000231852	xenobiotic metabolic process
ENSG00000231852	steroid metabolic process
ENSG00000231852	steroid hydroxylase activity
ENSG00000231852	sterol metabolic process
ENSG00000231852	heme binding
ENSG00000231852	small molecule metabolic process
ENSG00000231852	oxidation-reduction process
ENSG00000231852	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ENSG00000231852	iron ion binding
ENSG00000231852	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ENSG00000231852	heme binding
ENSG00000231852	oxidation-reduction process
ENSG00000112333	steroid hormone receptor activity
ENSG00000112333	nucleoplasm
ENSG00000112333	transcription initiation from RNA polymerase II promoter
ENSG00000112333	nervous system development
ENSG00000112333	zinc ion binding
ENSG00000112333	gene expression
ENSG00000112333	steroid hormone mediated signaling pathway
ENSG00000112333	sequence-specific DNA binding
ENSG00000112333	sequence-specific DNA binding transcription factor activity
ENSG00000112333	regulation of transcription, DNA-templated
ENSG00000112333	nucleus
ENSG00000112333	steroid hormone receptor activity
ENSG00000112333	nucleoplasm
ENSG00000112333	transcription initiation from RNA polymerase II promoter
ENSG00000112333	nervous system development
ENSG00000112333	zinc ion binding
ENSG00000112333	gene expression
ENSG00000112333	steroid hormone mediated signaling pathway
ENSG00000112333	sequence-specific DNA binding
ENSG00000112333	sequence-specific DNA binding transcription factor activity
ENSG00000112333	regulation of transcription, DNA-templated
ENSG00000112333	nucleus
ENSG00000112333	protein binding
ENSG00000112333	DNA binding
ENSG00000112333	brain development
ENSG00000112333	somatic stem cell maintenance
ENSG00000112333	positive regulation of transcription from RNA polymerase II promoter
ENSG00000112333	negative regulation of transcription from RNA polymerase II promoter
ENSG00000112333	cell fate commitment
ENSG00000112333	camera-type eye development
ENSG00000112333	negative regulation of neuron differentiation
ENSG00000112333	retina development in camera-type eye
ENSG00000112333	behavioral fear response
ENSG00000112333	positive regulation of cell proliferation
ENSG00000112333	negative regulation of apoptotic process
ENSG00000112333	cerebral cortex neuron differentiation
ENSG00000112333	extracellular matrix organization
ENSG00000112333	histone deacetylase binding
ENSG00000112333	long-term synaptic potentiation
ENSG00000112333	visual perception
ENSG00000112333	regulation of dendrite morphogenesis
ENSG00000112333	social behavior
ENSG00000112333	positive regulation of cell cycle
ENSG00000112333	cerebral cortex development
ENSG00000112333	olfactory bulb development
ENSG00000112333	enzyme binding
ENSG00000112333	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription
ENSG00000112333	positive regulation of neural precursor cell proliferation
ENSG00000112333	regulation of cellular component organization
ENSG00000112333	positive regulation of angiogenesis
ENSG00000112333	layer formation in cerebral cortex
ENSG00000112333	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription
ENSG00000112333	aggressive behavior
ENSG00000112333	regulation of timing of neuron differentiation
ENSG00000112333	glial cell migration
ENSG00000112333	dentate gyrus development
ENSG00000112333	amygdala development
ENSG00000112333	forebrain generation of neurons
ENSG00000112333	anterior commissure morphogenesis
ENSG00000112333	negative regulation of astrocyte differentiation
ENSG00000112333	regulation of cell migration involved in sprouting angiogenesis
ENSG00000112333	negative regulation of neural precursor cell proliferation
ENSG00000112333	positive regulation of stem cell proliferation
ENSG00000112333	
ENSG00000101438	plasma membrane
ENSG00000101438	ion transport
ENSG00000101438	synaptic transmission
ENSG00000101438	neurotransmitter secretion
ENSG00000101438	integral component of membrane
ENSG00000101438	dendrite
ENSG00000101438	synaptic vesicle membrane
ENSG00000101438	neuron projection
ENSG00000101438	neuron projection terminus
ENSG00000101438	transmembrane transport
ENSG00000101438	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
ENSG00000101438	inhibitory synapse
ENSG00000101438	neuron projection
ENSG00000101438	neuron projection terminus
ENSG00000101438	glycine transmembrane transporter activity
ENSG00000101438	glycine transport
ENSG00000101438	gamma-aminobutyric acid transport
ENSG00000101438	dendrite terminus
ENSG00000101438	gamma-aminobutyric acid:proton symporter activity
ENSG00000101438	cone cell pedicle
ENSG00000101438	cell tip
ENSG00000101438	synaptic vesicle
ENSG00000101438	aging
ENSG00000101438	synapse
ENSG00000101438	intracellular organelle
ENSG00000105605	voltage-gated calcium channel activity
ENSG00000105605	voltage-gated calcium channel complex
ENSG00000105605	calcium ion transport
ENSG00000105605	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
ENSG00000105605	calcium ion transmembrane transport
ENSG00000105605	regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
ENSG00000105605	integral component of membrane
ENSG00000105605	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
ENSG00000105605	voltage-gated calcium channel activity
ENSG00000105605	voltage-gated calcium channel complex
ENSG00000105605	calcium ion transport
ENSG00000105605	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
ENSG00000105605	calcium ion transmembrane transport
ENSG00000105605	regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
ENSG00000105605	integral component of membrane
ENSG00000105605	voltage-gated calcium channel activity
ENSG00000105605	voltage-gated calcium channel complex
ENSG00000105605	calcium ion transport
ENSG00000105605	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
ENSG00000105605	calcium ion transmembrane transport
ENSG00000105605	regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
ENSG00000105605	integral component of membrane
ENSG00000156076	protein binding
ENSG00000156076	protein binding
ENSG00000156076	extracellular region
ENSG00000156076	signal transduction
ENSG00000156076	multicellular organismal development
ENSG00000156076	Wnt signaling pathway
ENSG00000156076	positive regulation of fat cell differentiation
ENSG00000156076	protein binding
ENSG00000156076	
ENSG00000130055	cytoplasm
ENSG00000130055	cytoskeleton
ENSG00000130055	plasma membrane
ENSG00000130055	glycerol metabolic process
ENSG00000130055	lipid metabolic process
ENSG00000130055	glycerophosphodiester phosphodiesterase activity
ENSG00000130055	integral component of membrane
ENSG00000130055	metal ion binding
ENSG00000130055	glycerophosphoinositol inositolphosphodiesterase activity
ENSG00000130055	phosphoric diester hydrolase activity
ENSG00000130055	cytoplasm
ENSG00000130055	cytoskeleton
ENSG00000130055	plasma membrane
ENSG00000130055	glycerol metabolic process
ENSG00000130055	lipid metabolic process
ENSG00000130055	glycerophosphodiester phosphodiesterase activity
ENSG00000130055	integral component of membrane
ENSG00000130055	metal ion binding
ENSG00000130055	glycerophosphoinositol inositolphosphodiesterase activity
ENSG00000130055	phosphoric diester hydrolase activity
ENSG00000130055	cytoplasm
ENSG00000130055	cytoskeleton
ENSG00000130055	plasma membrane
ENSG00000130055	glycerol metabolic process
ENSG00000130055	lipid metabolic process
ENSG00000130055	glycerophosphodiester phosphodiesterase activity
ENSG00000130055	integral component of membrane
ENSG00000130055	metal ion binding
ENSG00000130055	glycerophosphoinositol inositolphosphodiesterase activity
ENSG00000130055	phosphoric diester hydrolase activity
ENSG00000130055	cytoplasm
ENSG00000130055	cytoskeleton
ENSG00000130055	plasma membrane
ENSG00000130055	glycerol metabolic process
ENSG00000130055	lipid metabolic process
ENSG00000130055	glycerophosphodiester phosphodiesterase activity
ENSG00000130055	integral component of membrane
ENSG00000130055	metal ion binding
ENSG00000130055	glycerophosphoinositol inositolphosphodiesterase activity
ENSG00000130055	phosphoric diester hydrolase activity
ENSG00000171435	protein serine/threonine kinase activity
ENSG00000171435	ATP binding
ENSG00000171435	protein phosphorylation
ENSG00000171435	metal ion binding
ENSG00000171435	protein kinase activity
ENSG00000171435	intracellular signal transduction
ENSG00000171435	transferase activity, transferring phosphorus-containing groups
ENSG00000171435	protein tyrosine kinase activity
ENSG00000171435	protein serine/threonine kinase activity
ENSG00000171435	ATP binding
ENSG00000171435	protein phosphorylation
ENSG00000171435	metal ion binding
ENSG00000171435	protein kinase activity
ENSG00000171435	intracellular signal transduction
ENSG00000171435	transferase activity, transferring phosphorus-containing groups
ENSG00000171435	protein tyrosine kinase activity
ENSG00000171435	plasma membrane
ENSG00000171435	protein binding
ENSG00000171435	cytosol
ENSG00000171435	positive regulation of MAPK cascade
ENSG00000171435	calcium-mediated signaling
ENSG00000171435	mitogen-activated protein kinase kinase binding
ENSG00000171435	MAP-kinase scaffold activity
ENSG00000147127	
ENSG00000147127	GTP binding
ENSG00000147127	cytoplasm
ENSG00000147127	small GTPase mediated signal transduction
ENSG00000147127	protein transport
ENSG00000147127	GTPase activity
ENSG00000147127	GTP catabolic process
ENSG00000147127	intracellular protein transport
ENSG00000147127	nucleocytoplasmic transport
ENSG00000147127	signal transduction
ENSG00000147127	intracellular
ENSG00000147127	nucleus
ENSG00000147127	membrane
ENSG00000147127	GTP binding
ENSG00000147127	cytoplasm
ENSG00000147127	small GTPase mediated signal transduction
ENSG00000147127	protein transport
ENSG00000147127	GTPase activity
ENSG00000147127	GTP catabolic process
ENSG00000147127	intracellular protein transport
ENSG00000147127	nucleocytoplasmic transport
ENSG00000147127	signal transduction
ENSG00000147127	intracellular
ENSG00000147127	nucleus
ENSG00000147127	membrane
ENSG00000130287	calcium ion binding
ENSG00000130287	carbohydrate binding
ENSG00000130287	hyaluronic acid binding
ENSG00000130287	extracellular region
ENSG00000130287	Golgi lumen
ENSG00000130287	carbohydrate metabolic process
ENSG00000130287	cell adhesion
ENSG00000130287	axon guidance
ENSG00000130287	extracellular matrix organization
ENSG00000130287	glycosaminoglycan metabolic process
ENSG00000130287	chondroitin sulfate metabolic process
ENSG00000130287	chondroitin sulfate biosynthetic process
ENSG00000130287	chondroitin sulfate catabolic process
ENSG00000130287	dermatan sulfate biosynthetic process
ENSG00000130287	lysosomal lumen
ENSG00000130287	small molecule metabolic process
ENSG00000130287	protein binding
ENSG00000130287	regulation of synapse structural plasticity
ENSG00000140067	
ENSG00000261594	integral component of membrane
ENSG00000130287	
ENSG00000140067	
ENSG00000140067	
ENSG00000140067	
ENSG00000140067	
ENSG00000235961	
ENSG00000235961	
ENSG00000155011	extracellular region
ENSG00000155011	multicellular organismal development
ENSG00000155011	negative regulation of Wnt signaling pathway
ENSG00000155011	extracellular space
ENSG00000155011	Wnt signaling pathway
ENSG00000155011	negative regulation of canonical Wnt signaling pathway
ENSG00000155011	positive regulation of canonical Wnt signaling pathway
ENSG00000155011	sequence-specific DNA binding RNA polymerase II transcription factor activity
ENSG00000155011	zinc ion binding
ENSG00000155011	regulation of transcription, DNA-templated
ENSG00000155011	nucleus
ENSG00000182132	voltage-gated ion channel activity
ENSG00000182132	potassium channel activity
ENSG00000182132	detection of calcium ion
ENSG00000182132	protein binding
ENSG00000182132	plasma membrane
ENSG00000182132	signal transduction
ENSG00000182132	signal transduction
ENSG00000182132	synaptic transmission
ENSG00000182132	regulation of ion transmembrane transport
ENSG00000182132	potassium ion transmembrane transport
ENSG00000182132	calcium ion binding
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000182132	
ENSG00000155011	extracellular region
ENSG00000155011	multicellular organismal development
ENSG00000155011	negative regulation of Wnt signaling pathway
ENSG00000155011	extracellular region
ENSG00000155011	multicellular organismal development
ENSG00000155011	negative regulation of Wnt signaling pathway
ENSG00000155011	sequence-specific DNA binding RNA polymerase II transcription factor activity
ENSG00000155011	zinc ion binding
ENSG00000155011	regulation of transcription, DNA-templated
ENSG00000155011	nucleus
ENSG00000182132	voltage-gated ion channel activity
ENSG00000182132	potassium channel activity
ENSG00000182132	detection of calcium ion
ENSG00000182132	protein binding
ENSG00000182132	plasma membrane
ENSG00000182132	signal transduction
ENSG00000182132	signal transduction
ENSG00000182132	synaptic transmission
ENSG00000182132	regulation of ion transmembrane transport
ENSG00000182132	potassium ion transmembrane transport
ENSG00000182132	calcium ion binding
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000182132	voltage-gated ion channel activity
ENSG00000182132	potassium channel activity
ENSG00000182132	detection of calcium ion
ENSG00000182132	protein binding
ENSG00000182132	plasma membrane
ENSG00000182132	signal transduction
ENSG00000182132	signal transduction
ENSG00000182132	synaptic transmission
ENSG00000182132	regulation of ion transmembrane transport
ENSG00000182132	potassium ion transmembrane transport
ENSG00000182132	calcium ion binding
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000182132	voltage-gated ion channel activity
ENSG00000182132	potassium channel activity
ENSG00000182132	detection of calcium ion
ENSG00000182132	protein binding
ENSG00000182132	plasma membrane
ENSG00000182132	signal transduction
ENSG00000182132	signal transduction
ENSG00000182132	synaptic transmission
ENSG00000182132	regulation of ion transmembrane transport
ENSG00000182132	potassium ion transmembrane transport
ENSG00000182132	calcium ion binding
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000182132	protein heterodimerization activity
ENSG00000182132	neuronal cell body
ENSG00000182132	dendrite
ENSG00000182132	ion channel binding
ENSG00000182132	potassium channel complex
ENSG00000182132	positive regulation of action potential
ENSG00000182132	protein N-terminus binding
ENSG00000182132	potassium channel regulator activity
ENSG00000182132	voltage-gated ion channel activity
ENSG00000182132	potassium channel activity
ENSG00000182132	detection of calcium ion
ENSG00000182132	protein binding
ENSG00000182132	plasma membrane
ENSG00000182132	signal transduction
ENSG00000182132	signal transduction
ENSG00000182132	synaptic transmission
ENSG00000182132	regulation of ion transmembrane transport
ENSG00000182132	potassium ion transmembrane transport
ENSG00000182132	calcium ion binding
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000182132	calcium ion binding
ENSG00000182132	signal transduction
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000182132	voltage-gated ion channel activity
ENSG00000182132	potassium channel activity
ENSG00000182132	detection of calcium ion
ENSG00000182132	protein binding
ENSG00000182132	plasma membrane
ENSG00000182132	signal transduction
ENSG00000182132	signal transduction
ENSG00000182132	synaptic transmission
ENSG00000182132	regulation of ion transmembrane transport
ENSG00000182132	potassium ion transmembrane transport
ENSG00000182132	calcium ion binding
ENSG00000182132	proteinaceous extracellular matrix
ENSG00000169427	voltage-gated ion channel activity
ENSG00000169427	potassium channel activity
ENSG00000169427	plasma membrane
ENSG00000169427	potassium ion transport
ENSG00000169427	synaptic transmission
ENSG00000169427	integral component of membrane
ENSG00000169427	regulation of ion transmembrane transport
ENSG00000169427	potassium ion transmembrane transport
ENSG00000169427	membrane
ENSG00000169427	voltage-gated ion channel activity
ENSG00000169427	potassium channel activity
ENSG00000169427	plasma membrane
ENSG00000169427	potassium ion transport
ENSG00000169427	synaptic transmission
ENSG00000169427	integral component of membrane
ENSG00000169427	regulation of ion transmembrane transport
ENSG00000169427	potassium ion transmembrane transport
ENSG00000169427	membrane
ENSG00000169427	protein heterodimerization activity
ENSG00000169427	plasma membrane
ENSG00000169427	synaptic vesicle
ENSG00000169427	protein homodimerization activity
ENSG00000169427	cochlea development
ENSG00000169427	voltage-gated ion channel activity
ENSG00000169427	potassium channel activity
ENSG00000169427	plasma membrane
ENSG00000169427	potassium ion transport
ENSG00000169427	synaptic transmission
ENSG00000169427	integral component of membrane
ENSG00000169427	regulation of ion transmembrane transport
ENSG00000169427	potassium ion transmembrane transport
ENSG00000169427	membrane
ENSG00000165985	extracellular region
ENSG00000165985	collagen trimer
ENSG00000165985	protein binding
ENSG00000165985	regulation of synapse organization
ENSG00000165985	protein binding
ENSG00000090932	skeletal system development
ENSG00000090932	Notch binding
ENSG00000090932	Notch signaling pathway
ENSG00000090932	integral component of membrane
ENSG00000090932	integral component of membrane
ENSG00000090932	protein binding
ENSG00000090932	calcium ion binding
ENSG00000090932	multicellular organismal development
ENSG00000090932	Notch signaling pathway
ENSG00000090932	multicellular organismal development
ENSG00000090932	integral component of membrane
ENSG00000090932	protein binding
ENSG00000090932	calcium ion binding
ENSG00000090932	skeletal system development
ENSG00000090932	Notch binding
ENSG00000090932	Notch signaling pathway
ENSG00000090932	integral component of membrane
ENSG00000090932	integral component of membrane
ENSG00000090932	protein binding
ENSG00000090932	calcium ion binding
ENSG00000090932	multicellular organismal development
ENSG00000090932	tissue development
ENSG00000090932	skeletal system development
ENSG00000090932	somitogenesis
ENSG00000090932	compartment pattern specification
ENSG00000090932	paraxial mesoderm development
ENSG00000090932	negative regulation of neurogenesis
ENSG00000233932	integral component of membrane
ENSG00000233932	intrinsic component of membrane
ENSG00000170396	metal ion binding
ENSG00000170396	
ENSG00000164100	Golgi membrane
ENSG00000164100	heparan sulfate proteoglycan biosynthetic process
ENSG00000164100	[heparan sulfate]-glucosamine N-sulfotransferase activity
ENSG00000164100	integral component of membrane
ENSG00000164100	heparin biosynthetic process
ENSG00000164100	sulfotransferase activity
ENSG00000164100	hydrolase activity
ENSG00000164100	deacetylase activity
ENSG00000198963	sequence-specific DNA binding transcription factor activity
ENSG00000198963	sequence-specific DNA binding transcription factor activity
ENSG00000198963	steroid hormone receptor activity
ENSG00000198963	ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity
ENSG00000198963	protein binding
ENSG00000198963	nucleus
ENSG00000198963	nucleus
ENSG00000198963	nucleoplasm
ENSG00000198963	regulation of transcription, DNA-templated
ENSG00000198963	regulation of transcription, DNA-templated
ENSG00000198963	transcription initiation from RNA polymerase II promoter
ENSG00000198963	visual perception
ENSG00000198963	zinc ion binding
ENSG00000198963	gene expression
ENSG00000198963	intracellular receptor signaling pathway
ENSG00000198963	amacrine cell differentiation
ENSG00000198963	eye photoreceptor cell development
ENSG00000198963	regulation of circadian rhythm
ENSG00000198963	steroid hormone mediated signaling pathway
ENSG00000198963	negative regulation of osteoblast differentiation
ENSG00000198963	negative regulation of transcription, DNA-templated
ENSG00000198963	positive regulation of transcription, DNA-templated
ENSG00000198963	retinal rod cell development
ENSG00000198963	retinal cone cell development
ENSG00000198963	rhythmic process
ENSG00000198963	retina development in camera-type eye
ENSG00000198963	cellular response to retinoic acid
ENSG00000198963	sequence-specific DNA binding
ENSG00000198963	protein binding
ENSG00000198963	eye photoreceptor cell development
ENSG00000198963	retina development in camera-type eye
ENSG00000198963	positive regulation of transcription, DNA-templated
ENSG00000198963	negative regulation of osteoblast differentiation
ENSG00000198963	retinal cone cell development
ENSG00000198963	transcription factor binding
ENSG00000198963	retinal rod cell development
ENSG00000198963	regulation of circadian rhythm
ENSG00000198963	amacrine cell differentiation
ENSG00000198963	sequence-specific DNA binding transcription factor activity
ENSG00000198963	sequence-specific DNA binding transcription factor activity
ENSG00000198963	steroid hormone receptor activity
ENSG00000198963	ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity
ENSG00000198963	protein binding
ENSG00000198963	nucleus
ENSG00000198963	nucleus
ENSG00000198963	nucleoplasm
ENSG00000198963	regulation of transcription, DNA-templated
ENSG00000198963	regulation of transcription, DNA-templated
ENSG00000198963	transcription initiation from RNA polymerase II promoter
ENSG00000198963	visual perception
ENSG00000198963	zinc ion binding
ENSG00000198963	gene expression
ENSG00000198963	intracellular receptor signaling pathway
ENSG00000198963	amacrine cell differentiation
ENSG00000198963	eye photoreceptor cell development
ENSG00000198963	regulation of circadian rhythm
ENSG00000198963	steroid hormone mediated signaling pathway
ENSG00000198963	negative regulation of osteoblast differentiation
ENSG00000198963	negative regulation of transcription, DNA-templated
ENSG00000198963	positive regulation of transcription, DNA-templated
ENSG00000198963	retinal rod cell development
ENSG00000198963	retinal cone cell development
ENSG00000198963	rhythmic process
ENSG00000198963	retina development in camera-type eye
ENSG00000198963	cellular response to retinoic acid
ENSG00000198963	sequence-specific DNA binding
ENSG00000185737	receptor binding
ENSG00000185737	embryo development
ENSG00000185737	regulation of cell growth
ENSG00000185737	extracellular region
ENSG00000185737	integral component of plasma membrane
ENSG00000185737	activation of transmembrane receptor protein tyrosine kinase activity
ENSG00000185737	growth factor activity
ENSG00000185737	transmembrane receptor protein tyrosine kinase activator activity
ENSG00000185737	receptor tyrosine kinase binding
ENSG00000185737	protein binding
ENSG00000185737	intracellular signal transduction
ENSG00000185737	mammary gland development
ENSG00000185737	pattern specification process
ENSG00000185737	mammary placode formation
ENSG00000185737	regulation of cell growth
ENSG00000185737	extracellular region
ENSG00000185737	integral component of plasma membrane
ENSG00000185737	activation of transmembrane receptor protein tyrosine kinase activity
ENSG00000185737	growth factor activity
ENSG00000185737	transmembrane receptor protein tyrosine kinase activator activity
ENSG00000185737	receptor tyrosine kinase binding
ENSG00000185737	protein binding
ENSG00000185737	regulation of cell growth
ENSG00000185737	extracellular region
ENSG00000185737	integral component of plasma membrane
ENSG00000185737	activation of transmembrane receptor protein tyrosine kinase activity
ENSG00000185737	growth factor activity
ENSG00000185737	transmembrane receptor protein tyrosine kinase activator activity
ENSG00000185737	receptor tyrosine kinase binding
ENSG00000185737	protein binding
ENSG00000185737	receptor binding
ENSG00000185737	embryo development
ENSG00000185737	
ENSG00000185737	
ENSG00000185737	receptor binding
ENSG00000185737	embryo development
ENSG00000185737	protein binding
ENSG00000185737	receptor binding
ENSG00000185737	embryo development
ENSG00000185737	protein binding
ENSG00000185737	receptor binding
ENSG00000185737	embryo development
ENSG00000185737	receptor binding
ENSG00000185737	embryo development
ENSG00000188011	
ENSG00000182566	protein binding
ENSG00000182566	integral component of membrane
ENSG00000182566	carbohydrate binding
ENSG00000182566	
ENSG00000188011	integral component of membrane
ENSG00000182566	
ENSG00000179774	neural retina development
ENSG00000179774	DNA binding
ENSG00000179774	nucleus
ENSG00000179774	transcription, DNA-templated
ENSG00000179774	regulation of transcription, DNA-templated
ENSG00000179774	optic nerve development
ENSG00000179774	cell differentiation
ENSG00000179774	protein dimerization activity
ENSG00000179774	circadian rhythm
ENSG00000179774	neural retina development
ENSG00000179774	entrainment of circadian clock
ENSG00000168748	carbonate dehydratase activity
ENSG00000168748	cytosol
ENSG00000168748	one-carbon metabolic process
ENSG00000168748	zinc ion binding
ENSG00000168748	bicarbonate transport
ENSG00000168748	small molecule metabolic process
ENSG00000168748	cytosol
ENSG00000168748	positive regulation of synaptic transmission, GABAergic
ENSG00000168748	positive regulation of cellular pH reduction
ENSG00000168748	regulation of chloride transport
ENSG00000168748	
ENSG00000168748	carbonate dehydratase activity
ENSG00000168748	cytosol
ENSG00000168748	one-carbon metabolic process
ENSG00000168748	zinc ion binding
ENSG00000168748	bicarbonate transport
ENSG00000168748	small molecule metabolic process
ENSG00000155961	protein binding
ENSG00000155961	GTP binding
ENSG00000155961	intracellular
ENSG00000155961	intracellular
ENSG00000155961	Golgi apparatus
ENSG00000155961	plasma membrane
ENSG00000155961	small GTPase mediated signal transduction
ENSG00000155961	protein transport
ENSG00000155961	vesicle-mediated transport
ENSG00000155961	synapse organization
ENSG00000155961	GTPase activity
ENSG00000155961	GTP catabolic process
ENSG00000155961	intracellular protein transport
ENSG00000155961	nucleocytoplasmic transport
ENSG00000155961	signal transduction
ENSG00000155961	nucleus
ENSG00000155961	cytoplasm
ENSG00000155961	membrane
ENSG00000155961	vesicle-mediated transport
ENSG00000155961	synapse organization
ENSG00000155961	Golgi apparatus
ENSG00000183780	transport
ENSG00000183780	integral component of membrane
ENSG00000183780	membrane
ENSG00000183780	transport
ENSG00000183780	integral component of membrane
ENSG00000183780	membrane
ENSG00000183654	zinc ion binding
ENSG00000183654	integral component of membrane
ENSG00000183654	protein ubiquitination
ENSG00000183654	ligase activity
